name_ar,name_en,gender,religion,role,frequency_class,corpus_share_pct,slot1_pct,slot2_pct,slot3_pct,slot4_pct,slot5_pct,slot6_pct,slot7_pct,slot8_pct,tashkeel,meaning_ar,meaning_en,ar_variants,en_variants,data_version
العبلاوي,El-Ablawy,n,m,f,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,اَلْعَبْلَاوِيّ,نسبة إلى 'عبلاء'، وقد تكون اسماً لمكان أو شخص.,"Attributed to 'Abla', possibly a place or personal name.",العبلاوي|العبلاوى,Elablawy|Al-Ablawy|El-Ablawi,v0.1.x
العبه,El-Aba,n,m,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,اَلْعَبَه,قد تكون تحريفاً لكلمة 'العباءة' أو اسماً قديماً.,Possibly a distortion of 'El-Aba' (the cloak) or an ancient name.,العبه,Elabbah|Al-Abbah|El-Abbah,v0.1.x
العبوطة,El-Abbota,n,m,f,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,اَلْعَبُّوطَة,قد تكون كلمة عامية أو تحريفاً لاسم أو صفة.,Might be a colloquial word or a distortion of a name or attribute.,العبوطة|العبوطه,Elabbota|Al-Abbota|El-Abbouta,v0.1.x
العتود,El-Atoud,n,m,f,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,اَلْعَتُود,العتود هو الجدي الذي بلغ سنة من عمره، أو الصغير من المعز.,"El-Atoud refers to a young goat that has reached one year of age, or a young kid.",العتود,Elatoud|Al-Atoud|El-Atoud,v0.1.x
العتياني,El-Atyany,n,m,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,اَلْعَتْيَانِيّ,نسبة إلى 'عتيان'، وقد تكون اسماً لمكان أو شخص.,"Attributed to 'Atyan', possibly a place or personal name.",العتياني|العتيانى,Elotayyany|Al-Otayyani|El-Utyani,v0.1.x
العتيري,El-Ateiry,n,m,f,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,اَلْعَتَيْرِيّ,نسبة إلى العتير، وهو تصغير لكلمة عتر، وقد تعني الشديد أو القوي، أو نسبة إلى مكان يسمى العتير.,"Attributed to 'Al-Ateer', a diminutive of 'Atr' (strong/powerful), or a place named Al-Ateer.",العتيري|العتيرى,Elotairy|Al-Otairy|El-Utairi,v0.1.x
العتيمي,El-Oteimy,n,m,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,اَلْعُتَيْمِيّ,نسبة إلى العتيم، وهو تصغير لكلمة عتم، وقد تعني الظلام أو العتمة، أو نسبة إلى مكان يسمى العتيم.,"Attributed to 'Al-Oteim', a diminutive of 'Atam' (darkness/gloom), or a place named Al-Oteim.",العتيمي|العتيمى,Elotaimy|Al-Otaimy|El-Utaimi,v0.1.x
العجارمة,El-Agarema,n,m,f,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,اَلْعَجَارِمَة,جمع عجارمة، وهي قبيلة عربية معروفة، أو نسبة إلى العجرم وهو نوع من الشجر.,"Plural of 'Agarma', a well-known Arab tribe, or attributed to 'Al-Agarm', a type of tree.",العجارمة|العجارمه,Elagarma|Al-Ajarma|El-Ajarma,v0.1.x
العجال,El-Aggal,n,m,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,اَلْعَجَّال,صيغة مبالغة من العجل، أي كثير العجلة أو السرعة، أو من يقوم بالأعمال بسرعة.,"Intensifier of 'Agal' (haste/speed), meaning one who is very hasty or performs tasks quickly.",العجال,Elaggal|Al-Ajjal|El-Aggal,v0.1.x
العجامي,El-Agamy,n,m,f,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,اَلْعَجَامِيّ,نسبة إلى العجم، أي غير العربي، أو من بلاد العجم (فارس وما حولها).,"Attributed to 'Al-Agam', meaning non-Arab, or from the lands of Persia and its surroundings.",العجامي|العجامى,Elaggamy|Al-Ajjami|El-Aggamy,v0.1.x
العجاوي,El-Agawy,n,m,f,r,9e-06,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,اَلْعَجَاوِيّ,نسبة إلى العجوة، وهو نوع من التمر، أو نسبة إلى مكان يشتهر بزراعة العجوة.,"Attributed to 'Al-Agwa', a type of date, or a place known for cultivating Al-Agwa.",العجاوي,Elaggawy|Al-Ajjawi|El-Aggawy,v0.1.x
العجز,El-Agz,n,m,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,اَلْعَجْز,العجز هو الضعف أو عدم القدرة، وقد يكون لقباً لمن كان ضعيفاً أو متأخراً، أو نسبة إلى مكان بهذا الاسم.,"Al-Agz means weakness or inability. It could be a nickname for someone weak or late, or attributed to a place with this name.",العجز,Elagz|Al-Ajz|El-Agz,v0.1.x
العجل,Elegl,n,n,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,العِجْل,العجل؛ ولد البقرة,Calf,العجل,Elegl|Al-Egl|El-Ejl,v0.1.x
العجور,Elagour,n,n,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,العَجُور,العجّور؛ نوع قثاء مصري,Egyptian cucumber (ʿajjūr,العجور,Elagour|Al-Ajour|El-Agour,v0.1.x
العجولي,El-Agouly,n,m,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,اَلْعَجُولِيّ,نسبة إلى العجول، وهو تصغير لكلمة عجل، وقد تعني الشاب الصغير أو من يتصف بالعجلة.,"Attributed to 'Al-Agoul', a diminutive of 'Agl' (calf/young one), or one characterized by haste.",العجولي|العجولى,Elagouly|Al-Ajouli|El-Agouly,v0.1.x
العجيلة,El-Ageela,n,m,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,اَلْعَجِيلَة,تصغير لكلمة عجلة، وقد تعني السرعة أو العجلة، أو نسبة إلى مكان يسمى العجيلة.,"Diminutive of 'Agala' (haste/speed), or attributed to a place named Al-Ageela.",العجيلة|العجيله,Elogila|Al-Ojaila|El-Ujayla,v0.1.x
العداد,El-Addad,n,m,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,اَلْعَدَّاد,صيغة مبالغة من العد، أي كثير العد أو الحساب، أو من يعمل في العد والحساب.,"Intensifier of 'Add' (counting), meaning one who counts a lot or works in counting/calculating.",العداد,Eladdad|Al-Addad|El-Addad,v0.1.x
العدنان,Eladnan,m,m,g,r,9e-06,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,العَدْنَان,عدنان؛ جدّ عدناني تقليدي,Adnan; traditional Arab ancestor,العدنان,Eladnan|Al-Adnan|El-Adnan,v0.1.x
العدناني,Eladnany,n,n,f,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,العَدْنَانِي,منسوب إلى عدنان,Related to Adnan,العدناني|العدنانى,Eladnany|Al-Adnani|El-Adnany,v0.1.x
العدوان,Eladwan,n,n,f,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,العَدْوَان,عدوان؛ قبيلة عربية معروفة,ʿAdwān tribe,العدوان,Eladwan|Al-Adwan|El-Adwan,v0.1.x
العدوة,El-Odwa,n,m,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,اَلْعُدْوَة,العدوة هي جانب الوادي أو شاطئ النهر، أو مكان مرتفع، وهي اسم لعدة قرى مصرية.,"Al-Odwa is a side of a valley or riverbank, or a high place. It is the name of several Egyptian villages.",العدوة,Eladwa|Al-Adwa|El-Adwa,v0.1.x
العدوية,El-Adawiya,n,m,f,r,9e-06,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,اَلْعَدَوِيَّة,نسبة إلى العدوة، وهي جانب الوادي أو شاطئ النهر، أو نسبة إلى قبيلة العدوية.,"Attributed to 'Al-Adwa' (side of a valley/riverbank), or to the Adawiya tribe.",العدوية,Eladaweya|Al-Adawiya|El-Adaweya,v0.1.x
العذاق,El-Azaq,n,m,f,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,اَلْعَذَاق,جمع عذق، وهو عنقود التمر أو النخلة المحملة بالتمر، وقد يكون نسبة إلى من يملك نخلاً كثيراً.,Plural of 'Azq' (date cluster or date palm laden with dates). Could be attributed to someone owning many date palms.,العذاق,Elazzaq|Al-Adhaq|El-Azzaq,v0.1.x
العذري,Elozry,n,n,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,العُذْرِي,العذري؛ منسوب إلى بني عذرة / العشق العذري,Related to Banū ʿUdhra / chaste love,العذري|العذرى,Elozry|Al-Udhri|El-Ozry,v0.1.x
العرابيد,El-Arabid,n,m,f,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,اَلْعَرَابِيد,جمع عربيد، وهو الثعبان أو الحية، وقد يكون لقباً لمن يتصف بالخبث أو المكر، أو نسبة إلى مكان يكثر فيه الثعابين.,"Plural of 'Arbid' (snake/serpent). Could be a nickname for someone cunning or malicious, or attributed to a place with many snakes.",العرابيد,Elarabeed|Al-Arabid|El-Arabid,v0.1.x
العراعيش,El-Araeesh,n,m,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,اَلْعَرَاعِيش,جمع عريش، وهو ما يُظلل به من خشب أو جريد النخل، أو بيت من خشب، وقد يكون نسبة إلى من يعمل في صناعة العرائش.,Plural of 'Areesh' (arbor/hut made of wood or palm fronds). Could be attributed to someone who makes arbors.,العراعيش,Elaraaeesh|Al-Araish|El-Araaeesh,v0.1.x
العرايفي,El-Arayfy,n,m,f,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,اَلْعَرَايِفِيّ,نسبة إلى العريف، وهو رئيس القوم أو من يعرف الأمور جيداً، أو نسبة إلى مكان يسمى العرايف.,"Attributed to 'Al-Areef' (chief/leader or one who knows things well), or a place named Al-Arayef.",العرايفي|العرايفى,Elorayfy|Al-Oraify|El-Urayfi,v0.1.x
العرباتي,Elarabaty,n,n,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,العَرَبَاتِي,سائق العربة (حرفة),Cart-driver,العرباتي|العرباتى,Elarabaty|Al-Arabati|El-Arabaty,v0.1.x
العربيني,El-Arbeiny,n,m,f,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,اَلْعَرْبِينِيّ,نسبة إلى الأربعين، وقد يكون نسبة إلى قبيلة أو مكان يسمى الأربعين.,"Attributed to 'Al-Arbaeen' (forty), possibly a tribe or a place named Al-Arbaeen.",العربيني|العربينى,Elarabeeny|Al-Arabini|El-Arabini,v0.1.x
العرجاني,El-Aragany,n,m,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,اَلْعَرْجَانِيّ,نسبة إلى العرجان، وقد يكون نسبة إلى قبيلة العرجان أو مكان يسمى العرجان.,"Attributed to 'Al-Aragan', possibly a tribe or a place named Al-Aragan.",العرجاني|العرجانى,Elaragany|Al-Arjani|El-Argany,v0.1.x
العرشاني,El-Arshany,n,m,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,اَلْعَرْشَانِيّ,نسبة إلى العرش، وقد يكون نسبة إلى مكان يسمى العرش أو من يعمل في العروش.,"Attributed to 'Al-Arsh' (throne/canopy), possibly a place named Al-Arsh or someone working with canopies.",العرشاني,Elarshany|Al-Arshani|El-Arshany,v0.1.x
العرشي,El-Arshy,n,m,f,r,9e-06,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,اَلْعَرْشِيّ,نسبة إلى العرش، وقد يكون نسبة إلى مكان يسمى العرش أو من يعمل في العروش.,"Attributed to 'Al-Arsh' (throne/canopy), possibly a place named Al-Arsh or someone working with canopies.",العرشي|العرشى,Elarshy|Al-Arshi|El-Arshy,v0.1.x
العرقسوس,Elerqsous,n,n,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,العِرْقْسُوس,العرقسوس؛ نبات الشراب المعروف,Licorice (ʿirqal-sūs,العرقسوس,Elerqsous|Al-Erqsous|El-Irqsous,v0.1.x
العرم,El-Aram,n,n,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,اَلْعَرَم,من العَرَم وهو الجبل أو الكدية، أو من العَرَم وهو شدة الأكل. قد يكون نسبة لمكان.,"From 'Aram' meaning mountain or hill, or intense eating. Possibly a toponymic surname.",العرم,Elaram|Al-Aram|El-Aram,v0.1.x
العرنوس,El-Arnous,n,n,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,اَلْعَرْنُوس,من العَرْنُوس وهو كوز الذرة أو طلع النخل. قد يكون وصفاً أو نسبة لشيء يشبهه.,From 'Arnous' meaning corn cob or palm spathe. Could be a descriptive or metaphorical surname.,العرنوس,Elarnous|Al-Arnous|El-Arnous,v0.1.x
العروبة,Eloroba,f,m,f,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,العُرُوبَة,العروبة؛ الانتساب إلى العرب,Arabism; Arab identity,العروبة|العروبه,Eloroba|Al-Uruba|El-Orouba,v0.1.x
العرومبي,El-Aroumby,n,n,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,اَلْعَرُومْبِي,نسبة إلى العرومب، وهي كلمة غير شائعة في العربية الفصحى وقد تكون لهجة أو تصحيفاً أو نسبة لمكان غير معروف.,"Attributed to 'Aroumb', an uncommon word in classical Arabic, possibly a dialectal term, a misspelling, or a toponym of an unknown place.",العرومبي|العرومبى,Elaroumby|Al-Aroumbi|El-Aroumby,v0.1.x
العريضي,El-Areidy,n,n,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,اَلْعَرِيضِي,نسبة إلى العريض، وهو الواسع أو العريض. قد يكون وصفاً لشخص أو نسبة لمكان.,Attributed to 'Areedh' meaning wide or broad. Could be a descriptive surname or a toponymic one.,العريضي|العريضى,Eloraydy|Al-Oraidy|El-Uraydi,v0.1.x
العرينة,El-Areina,n,n,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,اَلْعَرِينَة,تصغير العرين، وهو مأوى الأسد. قد يكون نسبة لمكان أو وصفاً مجازياً.,Diminutive of 'Areen' meaning lion's den. Could be a toponymic or metaphorical surname.,العرينة|العرينه,Elorayna|Al-Oraina|El-Urayna,v0.1.x
العزايزة,El-Azayza,n,n,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,اَلْعَزَايْزَة,جمع 'عزيز'، وهو القوي أو المحبوب أو النادر. قد يكون اسم قبيلة أو عائلة.,"Plural of 'Aziz' meaning strong, beloved, or rare. Could be a tribal or family name.",العزايزة|العزايزه,Elazayza|Al-Azayza|El-Azayza,v0.1.x
العزري,El-Azry,n,n,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,اَلْعَزْرِي,نسبة إلى العزر، وهو العذل أو اللوم. أو قد يكون نسبة إلى 'عزرائيل' (ملك الموت) أو تصحيفاً لـ 'العزري' (منسوب إلى العزرة).,"Attributed to 'Azr' meaning blame or reproach. Alternatively, possibly related to 'Azrael' (angel of death) or a misspelling of 'El-Azry' (related to 'Azra').",العزري,Elezry|Al-Izri|El-Ezry,v0.1.x
العزعزي,El-Azazy,n,n,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,اَلْعَزْعَزِي,نسبة إلى العزعز، وهو اسم غير شائع وقد يكون نسبة لمكان أو قبيلة أو تصحيفاً.,"Attributed to 'Az'az', an uncommon name, possibly a toponymic, tribal, or a misspelling.",العزعزي,Elazaazy|Al-Azaazi|El-Azaazy,v0.1.x
العزول,El-Azoul,n,n,f,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,اَلْعَزُول,من العزل، وهو اللوم أو الملامة. أو من العزل بمعنى التنحية والإبعاد.,"From 'Azl' meaning blame or reproach. Alternatively, from 'Azl' meaning removal or isolation.",العزول,Elazoul|Al-Azoul|El-Azoul,v0.1.x
العزولي,El-Azouly,n,n,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,اَلْعَزُولِي,نسبة إلى العزول، وهو الملام أو المعزول. أو نسبة إلى مكان أو قبيلة بهذا الاسم.,Attributed to 'Azoul' meaning the blamed or the isolated. Or a toponymic/tribal surname.,العزولي|العزولى,Elazouly|Al-Azouli|El-Azouly,v0.1.x
العسا,El-Asa,n,n,f,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,اَلْعَسَا,من العَسْو، وهو السير بالليل أو الطلب. قد يكون وصفاً أو نسبة لمكان.,From 'Asaw' meaning night travel or seeking. Could be a descriptive or toponymic surname.,العسا,Elassa|Al-Assa|El-Assa,v0.1.x
العسالة,El-Assala,n,n,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,اَلْعَسَّالَة,من العسل، وقد تكون نسبة لمهنة بيع العسل أو مكان يشتهر به.,From 'Asal' (honey). Possibly related to the profession of selling honey or a place known for it.,العسالة|العساله,Elassala|Al-Assala|El-Assala,v0.1.x
العسلاني,El-Asalany,n,n,f,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,اَلْعَسَلَانِي,نسبة إلى العسلان، وهو اسم غير شائع وقد يكون نسبة لمكان أو قبيلة.,"Attributed to 'Asalan', an uncommon name, possibly a toponymic or tribal surname.",العسلاني|العسلانى,Elasalany|Al-Asalani|El-Asalany,v0.1.x
العسلوكي,El-Aslouky,n,n,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,اَلْعَسْلُوكِي,نسبة إلى العسلوك، وهو اسم غير شائع وقد يكون نسبة لمكان أو قبيلة.,"Attributed to 'Aslouk', an uncommon name, possibly a toponymic or tribal surname.",العسلوكي|العسلوكى,Elasloky|Al-Aslouki|El-Aslouky,v0.1.x
العسوس,El-Asous,n,n,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,اَلْعَسُوس,من العس، وهو السير بالليل للتجسس أو الحراسة. قد يكون وصفاً لمهنة أو طبيعة شخص.,From 'Ass' meaning night patrol for spying or guarding. Could be a descriptive surname related to a profession or character.,العسوس,Elasous|Al-Asous|El-Asous,v0.1.x
العشابي,El-Ashaby,n,n,f,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,اَلْعَشَّابِي,نسبة إلى العشاب، وهو بائع الأعشاب أو من يعمل بها.,Attributed to 'Ashab' meaning herbalist or one who works with herbs.,العشابي,Elashaby|Al-Ashabi|El-Ashaby,v0.1.x
العشاوي,Elashawy,n,n,f,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,العَشَّاوِي,منسوب إلى العشاء/العشيّة,Related to evening (ʿishāʾ,العشاوي|العشاوى,Elashawy|Al-Ashawi|El-Ashawy,v0.1.x
العشش,El-Eshash,n,n,f,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,اَلْعِشَش,جمع عشة، وهي بيت صغير من القش أو الخشب. قد يكون نسبة لمكان يكثر فيه العشش.,Plural of 'Esha' meaning a small hut made of straw or wood. Possibly a toponymic surname referring to a place with many huts.,العشش,Eleshesh|Al-Eshesh|El-Ishash,v0.1.x
العشم,El-Asham,n,n,f,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,اَلْعَشَم,من العشم، وهو الرجاء والأمل. قد يكون وصفاً أو نسبة لمكان.,From 'Asham' meaning hope or expectation. Could be a descriptive or toponymic surname.,العشم,Elasham|Al-Asham|El-Asham,v0.1.x
العشني,El-Ashny,n,n,f,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,اَلْعَشْنِي,نسبة إلى العشن، وهو اسم غير شائع وقد يكون نسبة لمكان أو قبيلة.,"Attributed to 'Ashn', an uncommon name, possibly a toponymic or tribal surname.",العشني|العشنى,Elashny|Al-Ashni|El-Ashny,v0.1.x
العشير,El-Ashir,n,n,f,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,اَلْعَشِير,من العشرة، وهو الصاحب أو الرفيق. أو من العشيرة، وهي القبيلة أو الأهل.,From 'Ashara' meaning companion or friend. Or from 'Ashira' meaning tribe or kin.,العشير,Elasheer|Al-Ashir|El-Asheer,v0.1.x
